
ESCOLA DE ENGENHARIA DE LINS;;fpte@fpted.br;;(014) 520 3209;;AV NICOLAU ZARVOS;;;;;LINS;;;;;;;Entidades;Entidades
ESCOLA DE ENGENHARIA DE PIRACICABA;;secretar@eep.br;;(019) 421 3444 R - 223;;AV MONS MARTINHO SALGOT;;;;;PIRACICABA;;;;;;;Entidades;Entidades
ESCOLA DE ENGENHARIA KENNEDY;;kenndy@gold.com.br;;(031) 452 3316;;RUA JOSÉ DIAS VIEIRA;;;;;BELO HORIZONTE;;;;;;;Entidades;Entidades
ESCOLA DE ENGENHARIA MAUÁ;;eem@maua.br;;(011) 741 3023;;ESTRADA DAS LÁGRIMAS;;;;;SAO CAETANO DO SUL;;;;;;;Entidades;Entidades
ESCOLA DE FARMÁCIA E ODONTOLOGIA DE ALFENAS;;efoa@int.efoa.br;;(035) 299 1000 R-1062;;RUA GABRIEL MONTEIRO DA SILVA;;;;;ALFENAS;;;;;;;Entidades;Entidades
ESCOLA DE GOVERNO DE MINAS GERAIS;;reny@fjp.gov.br;;(031) 448 9713 R- 9713;;ALAMEDA DOS OITIS;;;;;BELO HORIZONTE;;;;;;;Entidades;Entidades
ESCOLA DE MED SOUZA MARQUES DA FUND TÉC-EDUCAC SOUZA MARQUES;;ftesm@ism.com.br;;(021) 509 2134;;RUA DO CATETE;;;;;RIO DE JANEIRO;;;;;;;Faculdades;Escola Superior
ESCOLA DE MEDICINA DE SANTA CASA DA MISERICÓRDIA DE VITÓRIA;;emescam@emescam.br;;(027) 227 3033;;AV NOSSA SENHORA DA PENHA;;;;;VITORIA;;;;;;;Faculdades;Escola Superior
ESCOLA DE SOCIOLOGIA E POLITÍCA DE SÃO PAULO;;fesps@dialdata.com.br;;(011) 255 2001;;RUA GENERAL JARDIM;;;;;SAO PAULO;;;;;;;Faculdades;Escola Superior
ESCOLA FEDERAL DE ENGENHARIA DE ITAJUBÁ;;lclaudio@cpd.efei.br;;(035) 629 1231;;AV BPS;;;;;ITAJUBA;;;;;;;Entidades;Entidades
Escola Municipal de Informática Profª Neusa Maria Neres Branco;;eminf@netabc.com.br;;;;Av. Goiás ,600 2° andar;;;;09521-300;São Caetano do Sul;SP;;;;;;TIPO;TIPO
ESCOLA NACIONAL DE CIÊNCIAS ESTATÍSTICAS;;mlfonseca@ibge.gov.br;;(021) 224 7677 R- 336;;RUA ANDRÉ CAVALCANTI;;;;;RIO DE JANEIRO;;;;;;;Faculdades;Escola Superior
ESCOLA SENAI THEOBALDO DE NIGRIS;;denigris@uol.com.br;;(011) 292 3611;;RUA BRESSER;;;;;SAO PAULO;;;;;;;Faculdades;Escola Superior
ESCOLA SUP DE ADMINIST DE NEGÓCIOS DE SÃO BERNARDO DO CAMPO;;info_esansbc@cci.esan-sbc.br;;(011) 419 5833;;AV HUMBERTO ALENCAR CASTELO BRANCO;;;;;SAO BERNARDO DO CAMPO;;;;;;;Fac Economia ADM;Escola Superior
ESCOLA SUP DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS DE ITUIUTABA;;esccai@ituiutaba.uemg.br;;(034)  269 8200;;AV GERALDO ALVES TAVARES;;;;;ITUIUTABA;;;;;;;Fac Economia ADM;Escola Superior
ESCOLA SUP DE EDUC FÍSICA E TÉCNICAS DESPORTIVAS DE ANDRADINA;;fea@andranet.com.br;;(018) 722 9600 R 31;;RUA AMAZONAS;;;;;ANDRADINA;;;;;;;Faculdades;Escola Superior
ESCOLA SUP DE EDUCAÇÃO FÍSICA E DESPORTOS DE CATANDUVA;;fesefic@bios.com.br;;(017) 522 7656;;AV PAULO DE FARIA;;;;;CATANDUVA;;;;;;;Faculdades;Escola Superior
ESCOLA SUPERIOR CIÊNCIAS HUMANAS E EXATAS DE RIO VERDE;;fesurv@dgmnet.com.br;;(062) 620 2200;;CAMPUS UNIVERSITÁRIO - FAZENDA FONTES DO SABER;;;;;RIO VERDE;;;;;;;Faculdades;Escola Superior
ESCOLA SUPERIOR DE ADMINISTRAÇÃO DE NEGÓCIOS DE SÃO PAULO;;esan-sp@originet.com.br;;(011)  270 6800 R- 208;;RUA TAMANDARÉ;;;;;SAO PAULO;;;;;;;Fac Economia ADM;Escola Superior
ESCOLA SUPERIOR DE ADMINISTRAÇÃO DE NEGÓCIOS DO AGRESTE;;funesa@oops.com.br;;(082) 522 2316  R- 310;;RUA GOVERNADOR LUIZ CAVALCANTE;;;;;ARAPIRACA;;;;;;;Fac Economia ADM;Escola Superior
ESCOLA SUPERIOR DE AGRICULTURA DE MOSSORÓ;;codeplan@esam.br;;(084) 312 2100 R-2121 E/OU  312 2580;;BR 110 DO KM 47;;;;;MOSSORO;;;;;;;Faculdades;Escola Superior
ESCOLA SUPERIOR DE AGRICULTURA E CIÊNCIAS DE MACHADO;;fem@artefinal.com.br;;(035) 295 3578;;AV DR ATHAYDE PEREIRA DE SOUZA;;;;;MACHADO;;;;;;;Faculdades;Escola Superior
ESCOLA SUPERIOR DE AGRONOMIA DE PARAGUAÇÚ PAULISTA;;fugammon@femanet.com.br;;(018) 361 1492 R- 218;;RUA PREFEITO JAYME MONTEIRO;;;;;PARAGUACU PAULISTA;;;;;;;Faculdades;Escola Superior
ESCOLA SUPERIOR DE BIOLOGIA E MEIO AMBIENTE;;fevasf@twister.com.br;;(037) 353 1222;;RUA 155;;;;;IGUATAMA;;;;;;;Faculdades;Escola Superior
ESCOLA SUPERIOR DE CIÊNCIAS AGRÁRIAS - FEG;;smde@gol.psi.br;;(042) 722 3112 - 224;;RUA SIMEÃO CAMARGO VARELLA DE SÁ;;;;;GUARAPUAVA;;;;;;;Faculdades;Escola Superior
ESCOLA SUPERIOR DE CIÊNCIAS AGRÁRIAS DE RIO VERDE;;fesurv@dgmnet.com.br;;(062) 620 2200;;CAMPUS UNIVERSITÁRIO - FAZENDA FONTES DO SABER;;;;;RIO VERDE;;;;;;;Faculdades;Escola Superior
ESCOLA SUPERIOR DE CIÊNCIAS CONTÁBEIS DE RONDONÓPOLIS;;unir@unir-roo.br;;(065) 423 1922;;AV MARECHAL DUTRA;;;;;RONDONOPOLIS;;;;;;;Fac Economia ADM;Escola Superior
ESCOLA SUPERIOR DE COMPUTAÇÃO - FORTALEZA;;valdisio@ufc.br;;(085) 254 4000;;RUA BARÃO DO RIO BRANCO;;;;;FORTALEZA;;;;;;;Faculdades;Escola Superior
ESCOLA SUPERIOR DE EDUCAÇÃO CIÊNCIAS E LETRAS DE RIO VERDE;;fesurv@dgmnet.com.br;;(062) 620 2200;;CAMPUS UNIVERSITARIO - FAZENDA  FONTES DO SABER;;;;;RIO VERDE;;;;;;;Faculdades;Escola Superior
ESCOLA SUPERIOR DE EDUCAÇÃO FÍSICA DA ALTA PAULISTA;;lincoric.tup@netsite.com.br;;(014) 442 1218;;RUA MANDAGUARIS;;;;;TUPA;;;;;;;Faculdades;Escola Superior
ESCOLA SUPERIOR DE EDUCAÇÃO FÍSICA DE MUZAMBINHO;;esefm@efmuzambinho.org.br;;(035) 571 1155 r- 24;;RUA DINAH;;;;;MUZAMBINHO;;;;;;;Faculdades;Escola Superior
ESCOLA SUPERIOR DE ENSINO HELENA ANTIPOFF;;sperj@nitnet.com.br;;(021) 616 3311 R- 214;;ESTRADA CAETANO MONTEIRO;;;;;NITEROI;;;;;;;Faculdades;Escola Superior
ESCOLA SUPERIOR DE ESTATÍSTICA DA BAHIA;;eseb@magiclink.com.br;;(071) 329 0094;;RUA SÃO RAIMUNDO;;;;;SALVADOR;;;;;;;Faculdades;Escola Superior
ESCOLA SUPERIOR DE ESTUDOS SOCIAIS - BRUSQUE;;eses@febe.rct-sc.br;;(047) 351 1934 R- 32;;RUA MANOEL TAVARES;;;;;BRUSQUE;;;;;;;Faculdades;Escola Superior
ESCOLA SUPERIOR DE INFORMÁTICA DE RONDONÓPOLIS;;unir@unir-roo.br;;(065) 423 1922 /423 2388 R- 39;;AV MARECHAL DUTRA;;;;;RONDONOPOLIS;;;;;;;Faculdades;Escola Superior
ESCOLA SUPERIOR DE PROPAGANDA E MARKETING - RIO DE JANEIRO;;espm@openlink.com.br;;(021) 292 2000;;RUA DO ROSÁRIO;;;;;RIO DE JANEIRO;;;;;;;Faculdades;Escola Superior
ESCOLA SUPERIOR DE PROPAGANDA E MARKETING - SP;;fcogracioso@espm.br;;(011) 575 6833 R- 4587;;RUA DOUTOR ÁLVARO ALVIM;;;;;SAO PAULO;;;;;;;Faculdades;Escola Superior
ESCOLA SUPERIOR DE SECRETARIADO DE PERNAMBUCO;;faupe@elogica.com.br;;(081) 221 0549;;RUA DO PAISSANDU;;;;;RECIFE;;;;;;;Faculdades;Escola Superior
ESCOLA SUPERIOR DE TURISMO E HOTELARIA - FLORIANÓPOLIS;;esth@iaccess.com.br;;(048) 334 9837;;RODOVIA SC 401;;;;;FLORIANOPOLIS;;;;;;;Faculdades;Escola Superior
ESCOLA TÉCNICA FEDERAL DO RIO GRANDE DO NORTE;;fatima@etfrn.br;;(084) 215 2637;;AV SENADOR SALGADO FILHO;;;;;NATAL;;;;;;;Faculdades;Escola Superior
Estação Ciência/USP;;info@eciencia.usp.br;;3673-7022;;Rua Guaicurus,1274;;;;05033-002;São Paulo;SP;;;;;;;Escola Superior
Fábio - Enscer;;fabio@enscer.com.br;;;;;;;;;;;;;;;;Faculdades;Escola Superior
FAC DE ADMINIST CIÊNCIAS ECON E CONTÁBEIS DE GUARATINGUETÁ;;oge@provale.com.br;;(012) 525 2911 R- 303;;AV PEDRO DE TOLEDO;;;;;GUARATINGUETA;;;;;;;Fac Economia ADM;Escola Superior
FAC DE ADMINISTRAÇÃO DA FUNDAÇÃO ARMANDO ÁLVARES PENTEADO;;diradm.faap@cepa.com.br;;(011) 366 21662 R- 1130;;RUA ALAGOAS;;;;;SAO PAULO;;;;;;;Fac Economia ADM;Escola Superior
FAC DE ADMINISTRAÇÃO DE EMPRESAS DO ESTADO DE SÃO PAULO;;ipca@ipca.br;;(011) 825 8095;;RUA VITORINO CARMILO;;;;;SAO PAULO;;;;;;;Fac Economia ADM;Escola Superior
FAC DE ARTES PLÁSTICAS DA FUNDAÇÃO ARMANDO ÁLVARES PENTEADO;;dirarte.faap@cepa.com.br;;(011) 3662 1662 R- 1218;;RUA ALAGOAS;;;;;SAO PAULO;;;;;;;Faculdades;Escola Superior
FAC DE CIÊNCIAS ADMINIST ECONÔMICAS E CONTÁBEIS DE GUAXUPÉ;;fundeg-bib@guaxupe.pegasus.com.br;;(035) 551 5267;;AV DONA FLORIANA;;;;;GUAXUPE;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS CONT E ADMINIST DE CACHOEIRO DO ITAPEMIRIM;;faccaci@escelsa.com.br;;(027) 522 3437 / 521 6227;;RUA JOÃO FRANKLIN MACHADO;;;;;CACHOEIRO DE ITAPEMIRIM;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS CONT E TECNOL EM ADMIN RURAL DE ALTA FLORESTA;;uniflor@sinop-net.com.br;;(065) 521 1360;;RUA G-1;;;;;ALTA FLORESTA;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS CONTÁBEIS E ADMINIST DE SÃO JOÃO DA BOA VISTA;;admdiret@feob.br;;(019) 623 3366;;RUA CRISTIANO OSÓRIO;;;;;SAO JOAO DA BOA VISTA;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS CONTÁBEIS E ADMINIST MACHADO SOBRINHO;;facms@artnet.com.br;;(032) 234 1436;;RUA PEDRO CELESTE;;;;;JUIZ DE FORA;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS DE SANTA ROSA;;fema@santarosa.com.br;;(055) 512 5747 R-28;;RUA SANTOS DUMONT;;;;;SANTA ROSA;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS DE SÃO CARLOS;;fadisc@ipesu.com.br;;(016) 271 7222 R- 213;;RUA MARINO DA COSTA TERRA;;;;;SAO CARLOS;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS SÃO JUDAS TADEU;;saojudas@vanet.com.br;;(051) 340 7888;;RUA DOM DIOGO DE SOUZA;;;;;PORTO ALEGRE;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS CONTÁBEIS E DE ADMINIST DE EMPRESAS - FTESM;;ftesm@ism.com.br;;(021) 390 6365 R- 201;;AV ERNANI CARDOSO;;;;;RIO DE JANEIRO;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS CONTABILIDADE E ADMINISTRAÇÃO DE TAQUARA;;secretaria@faccat.tche.br;;(051) 542 6066;;RUA JULIO DE CASTILHOS;;;;;TAQUARA;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS ECON ADMINIST E CONT DE S SEBASTIÃO DO PARAISO;;faceac@paraisonet.com.br;;(035) 531 1998;;AV  WENCESLAU BRÁS;;;;;SAO SEBASTIAO DO PARAISO;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS ECON CONT E ADMINIST PROF DE PLÁCIDO E SILVA;;fadeps@mais.sul.com.br;;(041) 223 8919;;RUA NEGRÃO;;;;;CURITIBA;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS ECON, CONT E DE ADM DE EMPRESAS PADRE ANCHIETA;;anchieta@anchieta.br;;(011) 437 6165;;AV. DR. ADONIRO LADEIRA;;;;;JUNDIAI;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS ECONÔMICAS ADMINISTRATIVAS E CONTÁBEIS DE FRANCA;;diretor@facef.br;;(016) 722 4104;;AV MAJOR NICÁCIO;;;;;FRANCA;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS ECONÔMICAS CONTÁBEIS E ADMINIST DE VARGINHA;;catanduvas-faceca@fepesmig.br;;(035) 221 2999;;RUA CATANDUVAS;;;;;VARGINHA;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS ECONÔMICAS E ADMINIST DE SÃO JOSÉ DO RIO PRETO;;donpedro@donpedro.com.br;;(017) 232 1622 R 204;;AV BADY BASSITT;;;;;SAO JOSE DO RIO PRETO;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS ECONÔMICAS E ADMINIST SANTA RITA DE CÁSSIA;;fsrc@santarita.br;;(011) 6982 0777;;AV JAÇANÃ;;;;;SAO PAULO;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS ECONÔMICAS E ADMINISTRATIVAS DE PRES PRUDENTE;;toledo@prudenet.com.br;;(018) 221 4744;;PRAÇA RAUL FURQUIM;;;;;PRESIDENTE PRUDENTE;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS ECONÔMICAS E ADMINISTRATIVAS DE SANTO ANDRÉ;;saletefaeco@zipmail.com.br;;(011) 449 3000 R- 243;;AV PRÍNCIPE DE GALES;;;;;SANTO ANDRE;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS ECONÔMICAS E ADMINISTRATIVAS DE VILA VELHA;;univila@gol.com.br;;(027) 200 4358;;RUA CORONEL SODRÉ;;;;;VILA VELHA;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS ECONÔMICAS, ADMINISTRATIVAS E CONTÁBEIS DE BH;;fumec@fumec.com.br;;(031) 281 1388;;RUA COBRE;;;;;BELO HORIZONTE;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS GERENCIAIS E ORÇAMENTOS E CONTÁBEIS LUCÉLIA;;cealpa@brgold.com.br;;(018) 551 1849;;AV INTERNACIONAL;;;;;LUCELIA;;;;;;;Fac Economia ADM;Escola Superior
FAC DE CIÊNCIAS JURÍDICAS E ADMINISTRATIVAS DE RONDONÓPOLIS;;cesur@networld.com.br;;(065) 423 4643 R-309;;AV ARI COELHO;;;;;RONDONOPOLIS;;;;;;;Fac. Direito;Escola Superior
FAC DE COMUNICAÇÃO DA FUNDAÇÃO ARMANDO ÁLVARES PENTEADO;;dircomuni.faap@cepa.com.br;;(011) 3662 1662 R- 1106;;RUA ALAGOAS;;;;;SAO PAULO;;;;;;;Faculdades;Escola Superior
FAC DE ECONOMIA DA FUNDAÇÃO ARMANDO ÁLVARES PENTEADO;;direcon.faap@cepa.com.br;;(011) 366 21662 R- 1127;;RUA ALAGOAS;;;;;SAO PAULO;;;;;;;Fac Economia ADM;Escola Superior
FAC DE ENFERMAGEM HOSPITALAR ISRAELITA ALBERTO EINSTEIN;;facenf@einstein.br;;(011) 845 0395;;AV ALBERT EINSTEIN;;;;;SAO PAULO;;;;;;;Faculdades;Escola Superior
FAC DE ENGENHARIA DA FUNDAÇÃO ARMANDO ÁLVARES PENTEADO - FAAP;;direngfaap@cepa.com.br;;(011) 3662 1662 R- 1213;;RUA ALAGOAS;;;;;SAO PAULO;;;;;;;Faculdades;Escola Superior
FAC DE FIL, CIÊNCIAS E LETRAS MADRE GERTRUDES DE SÃO JOSÉ;;fafice@escelsa.com.br;;(027) 521 5911;;RUA OSWALDO CRUZ;;;;;CACHOEIRO DE ITAPEMIRIM;;;;;;;Faculdades;Escola Superior
FAC DE FILOSOFIA CIÊNCIAS E LETRAS DE BELO HORIZONTE;;fafibh@fundac.org.br;;(031) 429 7924;;RUA DIAMANTINA;;;;;BELO HORIZONTE;;;;;;;Faculdades;Escola Superior
Fac de Filosofia Ciências e Letras de Itapetininga;;ffcl@aei.com.br;;;;;;;;;;;;;;;;Faculdades;Escola Superior
FAC DE FILOSOFIA CIÊNCIAS E LETRAS DE SÃO BERNARDO DO CAMPO;;facsbern@uol.com.br;;(011) 4335 3277;;RUA AMÉRICO BRASILIENSE;;;;;SAO BERNARDO DO CAMPO;;;;;;;Faculdades;Escola Superior
FAC DE FILOSOFIA CIÊNCIAS E LETRAS DO ALTO SÃO FRANCISCO;;osemd@div.globalsite.com.br;;(037) 421 1494;;AVENIDA LAERTON PAULINELLI;;;;;LUZ;;;;;;;Faculdades;Escola Superior
FAC DE FORMAÇÃO DE PROFESSORES DE AFOGADOS DA INGAZEIRA;;aedai@arconet.com.br;;(081) 838 1579;;RUA DOUTOR OSVALDO GOUVEIA;;;;;AFOGADOS DA INGAZEIRA;;;;;;;Faculdades;Escola Superior
FAC DE FORMAÇÃO DE PROFESSORES E ESPECIALISTAS DE EDUCAÇÃO;;fafopee@dualnet.com.br;;(051) 671 5237;;RUA JÚLIO DE CASTILHOS;;;;;CAMAQUA;;;;;;;Faculdades;Escola Superior
FAC DE MED VETERINÁRIA PROF ANTÔNIO SECUNDINO DE SÃO JOSÉ;;vetpinhal@rantac.com.br;;(019) 651 3629;;AV HÉLIO VERGUEIRO LEITE;;;;;ESPIRITO SANTO DO PINHAL;;;;;;;Faculdades;Escola Superior
FAC DE TECNOL EM PROCES DE DADOS MIN ROBERTO CARDOSO ALVES;;cicpinha@uol.com.br;;(019) 651 6262;;AV HÉLIO VERGUEIRO LEITE;;;;;ESPIRITO SANTO DO PINHAL;;;;;;;Faculdades;Escola Superior
FAC DE TECNOLOGIA DA FUNDAÇÃO ARMANDO ÁLVARES PENTEADO;;dirtec.faap@cepa.com.br;;(011) 366 21662 R- 1168;;RUA ALAGOAS;;;;;SAO PAULO;;;;;;;Faculdades;Escola Superior
FAC DE TECNOLOGIA EM PROCESSAMENTO DE DADOS DE ANDRADINA;;fea@andranet.com.br;;(018) 722 9600  R- 25;;RUA AMAZONAS;;;;;ANDRADINA;;;;;;;Faculdades;Escola Superior
FAC EST DE FILOSOFIA CIÊNCIAS E LETRAS DE CORNÉLIO PROCÓPIO;;fafi@sercomtel.com.br;;(043) 524 1922;;RUA PORTUGAL;;;;;CORNELIO PROCOPIO;;;;;;;Faculdades;Escola Superior
FAC ESTADUAL DE FILOSOFIA CIÊNCIAS E LETRAS DE JACAREZINHO;;fafija@tdkom.com.br;;(043) 723 1243;;RUA PADRE MELO;;;;;JACAREZINHO;;;;;;;Faculdades;Escola Superior
FAC ESTADUAL DE FILOSOFIA CIÊNCIAS LETRAS UNIÃO DA VITÓRIA;;fafi@net-uniao.com.br;;(042) 522 4433;;PRAÇA CORONEL AMAZONAS;;;;;UNIAO DA VITORIA;;;;;;;Faculdades;Escola Superior
Fac Filosofia e Ciências Unesp Marília;;cons_curso@marilia.unesp.br;;;;;;;;;;;;;;;;Faculdades;Escola Superior
Fac Intdo Norte so Paraná - Coord. Fonoaudiologia Prof. Bernardete;;fono@unopar.br;;;;;;;;;;;;;;;;Faculdades;Escola Superior
FAC MATOGROSSENSE DE CIÊNCIAS CONTÁBEIS E ADMINIST DE CUIABÁ;;ice@nutecnet.com.br;;(065) 634 2200;;RUA GUILHERME HAHN;;;;;CUIABA;;;;;;;Faculdades;Escola Superior
FAC PAULISTA DE ADMINIST E CIÊNCIAS CONTÁBEIS DE HORTOLÂNDIA;;hoylerho@aquarium.com.br;;(019) 865 3522;;RUA ÁGADA BARBARINE;;;;;HORTOLANDIA;;;;;;;Fac Economia ADM;Escola Superior
FAC PORTO-ALEGRENSE DE CIÊNCIAS CONTÁBEIS E ADMINISTRAÇÃO;;fapcca@ez-poa.com.br;;(051) 386 3033;;AV MANOEL ELIAS;;;;;PORTO ALEGRE;;;;;;;Fac Economia ADM;Escola Superior
FAC RUI BARBOSA DE TECNOLOGIA EM PROCESSAMENTO DE DADOS;;webmaster@frb.br;;(071) 240 5056 R- 305;;RUA THEODOMIRO BATISTA;;;;;SALVADOR;;;;;;;Faculdades;Escola Superior
Fac. Auxilium de Filosofia Ciências e Letras de Lins;;fal@fal.linsnet.br;;;;;;;;;;;;;;;;Faculdades;Escola Superior
Fac. de Ciências e Letras de Avaré;;secretaria@activinet.com.br;;;;;;;;;;;;;;;;Faculdades;Escola Superior
Fac. de Filosofia Ciências e Letras de São José do Rio Pardo;;ffclrp@uol.com.br;;;;;;;;;;;;;;;;Faculdades;Escola Superior
Fac. Filosofia e Ciências UNESP Marília;;cons_curso@marilia.unesp.br;;(14) 421-1200 / 422-4797;;Av. Hygino Muzzi Filho, 737;;;;17525-900;Marília;SP;;;;;;Ensino Superior;Escola Superior
Fac. Int. Tereza DAvila - FATEA;;secretaria-fatea@fatea.br;;(12) 553-2888 / 552-2829;;Av. Peixoto de Castro, 539;;;;12600-000;Lorena;SP;;;;;;Ensino Superior;Escola Superior
Fac. Metropolitanas Unidas - Coord. Psicologia - José Augusto Rossetto;;secstoamaro@fmu.com;;;;;;;;;;;;;;;;Faculdades;Escola Superior
FACS DE FILOSOFIA CIÊNCIAS E LETRAS DE SANTA CRUZ DO RIO PARDO;;fafil.oapec@televideonet.com.br;;(014) 372 1173;;AV CEL CLEMENTINO GONÇALVES;;;;;SANTA CRUZ DO RIO PARDO;;;;;;;Faculdades;Escola Superior
FACS INTEGRADAS DO CENTRO ENSINO UNIFICADO DO MARANHÃO;;ceuma@elo.com.br;;(098) 235 4277 R- 2015;;RUA ANAPURUS QD 36 - A;;;;;SAO LUIS;;;;;;;Faculdades;Escola Superior
FACS REUNIDAS DE ADMINIST CIÊNCIAS CONT E ECONÔMICAS - PALMAS;;cpea@proserv.com.br;;(046) 263 1166 R- 217;;RUA DOUTOR BERNARDO RIBEIRO VIANA;;;;;PALMAS;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE  ÍTALO-BRASILEIRA;;iepac@iepac.br;;(011) 240 2988  R- 109;;AV JANDIRA;;;;;SAO PAULO;;;;;;;Faculdades;Escola Superior
Faculdade  Padre Anchieta;;anchieta@anchieta.br;;(11) 434-8444  r.238;;R. Bom Jesus de Pirapora, 140;;;;13207-660;Jundiaí;SP;;;;;;Ensino Superior;Escola Superior
Faculdade  Padre Anchieta de Pedagogia;;anchieta@anchieta.br;;(11) 434-8444  r.238;;R. Bom Jesus de Pirapora, 140;;;;13207-660;Jundiaí;SP;;;;;;Ensino Superior;Escola Superior
FACULDADE ADVENTISTA DE ADMINISTRAÇÃO DO NORDESTE;;iaene@nway.com.br;;(075) 725 8000;;BR 101 KM 201;;;;;CACHOEIRA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE ADVENTISTA DE CIÊNCIAS DA SAÚDE;;postmaster@John.iae.sp.br;;(011) 551 14011;;ESTRADA DE ITAPECIRICA DA SERRA  KM 23;;;;;SAO PAULO;;;;;;;Faculdades;Escola Superior
FACULDADE ADVENTISTA DE CIÊNCIAS SOCIAIS APLICADAS;;iaect@correionet.com.br;;(019) 858 9000 R- 9530;;SP 332, KM 160;;;;;ENGENHEIRO COELHO;;;;;;;Faculdades;Escola Superior
FACULDADE ADVENTISTA DE EDUCAÇÃO - SÃO PAULO;;postmaster@John.iae.sp.br;;(011) 5511 4011;;ESTRADA DE ITAPECIRICA;;;;;SAO PAULO;;;;;;;Faculdades;Escola Superior
Faculdade Adventista de Educação Engelheiro Coelho;;iaect@correionet.com.br;;(19) 8589000 r. 8530 / 8581212;;SP 332, Km 160 Fazenda Lagoa Bonita;;;;13165-970;Engenheiro Coelho;SP;;;;;;Ensino Superior;Escola Superior
FACULDADE ADVENTISTA DE ENFERMAGEM;;postmaster@John.iae.sp.br;;(011) 5511 4011;;ESTRADA DE ITAPECÍRICA DA SERRA - KM 23;;;;;SAO PAULO;;;;;;;Faculdades;Escola Superior
Faculdade Adventista de Enfermagem;;postmaster@john.iea.sp.br;;(11) 55114011 / 55116169;;Estrada de Itapecírica da Serra Km 23 - 5859 - Fazenda;;;;05858-001;São Paulo;SP;;;;;;Ensino Superior;Escola Superior
FACULDADE ADVENTISTA DE FISIOTERAPIA;;iaene@nway.com.br;;(075) 725 8000;;BR 101 KM 201 - CAPOEIRA SUL;;;;;CACHOEIRA;;;;;;;Faculdades;Escola Superior
FACULDADE AETI;;aeti@mais.sul.com.br;;(041) 223 8919;;RUA JOÃO NEGRÃO;;;;;CURITIBA;;;;;;;Faculdades;Escola Superior
FACULDADE AFIRMATIVO;;cfafi@zaz.com.br;;(065) 623 4060;;RUA CORONEL PIMENTA BUENO;;;;;CUIABA;;;;;;;Faculdades;Escola Superior
FACULDADE ALAGOANA DE ADMINISTRAÇÃO;;aesa@sunnet.com.br;;(082) 231 4911;;RUA LOURENÇO MOREIRA DA SILVA;;;;;MACEIO;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE ALDETE MARIA ALVES;;fama@iturama.com.br;;(034) 411 2884;;RUA CIDADE DO PRATA;;;;;ITURAMA;;;;;;;Faculdades;Escola Superior
FACULDADE ALVORADA DE EDUCAÇÃO FÍSICA E DESPORTO;;faculdade@alvorada.com.br;;(061) 273 6181 R- 205 / 214 / 274 7500;;SGAN - QUADRA 916 CONJUNTO D;;;;;BRASILIA;;;;;;;Faculdades;Escola Superior
FACULDADE ANHANGUERA DE CIÊNCIAS HUMANAS;;agensino@.com.br;;(062) 287 2288;;RUA PROFESSOR  LÁZARO COSTA;;;;;GOIANIA;;;;;;;Faculdades;Escola Superior
FACULDADE ARTHUR SÁ EARP NETO;;fmp@npoint.com.br;;(024) 237 6399;;RUA MACHADO FAGUNDES;;;;;PETROPOLIS;;;;;;;Faculdades;Escola Superior
Faculdade Auxilium de Filosofia Ciências e Letras de Lins;;fallins@digitalnet.com.br/fal@fal.linsnet.br;;(14) 5222733 r. 25 / 5226025 r. 26;;Av. Nicolau Zarvos, 754 1º andar;;;;16400-000;Lins;SP;;;;;;Ensino Superior;Escola Superior
FACULDADE BANDEIRANTES DE CIÊNCIAS EXATAS E HUMANAS;;info@facex.br;;(011) 270 5268;;RUA GALVÃO BUENO;;;;;SAO PAULO;;;;;;;Faculdades;Escola Superior
